APSNR (256)_RRGB
D:\Cơ sở kỹ thuật đo lường\VanANh\Vananhphat.mp4
D:\Cơ sở kỹ thuật đo lường\VanANh\Videothu.mp4
AVG: 23.93219376
22.84272194
21.19837952
15.62912846
15.19301987
16.00128937
16.22421455
17.45733643
15.51846313
16.06504631
15.88637829
36.68203735
33.26116180
27.39241028
39.77647400
36.60895920
45.18546295
41.51718140
43.79682922
33.85307693
35.01690292
36.02353668
29.86640167
37.26348495
35.45784760
32.48014832
40.84689331
30.50974655
33.04682922
27.44630432
31.91274452
36.18392563
28.73095703
25.59376907
31.30250168
26.70877457
39.34903717
33.51971436
40.70193863
32.00005722
34.75693130
32.53500366
37.49384689
40.93198395
39.64657593
28.22243118
27.73696518
38.56408310
41.38048172
46.90390015
40.89538956
38.31383133
38.78992462
35.22756958
35.44934845
41.97353363
30.82843018
31.54247475
32.20458603
32.48405075
26.18496895
24.71264267
24.65995598
26.25793648
26.22253036
33.25163651
34.42102051
26.55913925
25.82315063
28.63175201
30.78247261
30.29133034
32.36129761
31.48071671
27.99263954
29.56658363
40.73577881
31.10572815
32.96141434
31.44898987
34.57839203
31.08395004
32.51739502
31.07539749
38.00388718
39.35892868
47.18378448
45.07234955
32.87048721
31.85465240
38.17116165
46.93159103
41.92498779
37.57427979
46.88057327
44.73265076
39.79585648
37.73098755
45.26150513
38.00922012
38.07630539
30.38389969
25.29240417
28.97333908
31.82951164
20.77852440
22.66884232
20.95416641
23.49414825
24.55627823
28.35268021
22.52940750
25.46182632
25.42466927
27.16018677
26.20393753
24.49538040
29.77732658
23.20193481
21.80249023
27.75588989
23.48315048
25.14747810
23.76223373
43.25769806
24.70092392
48.45182800
29.63732719
25.46092796
26.17492294
33.81715393
22.47949600
29.27629662
29.73951340
23.65481377
23.45703506
31.16065979
28.89418411
27.59800148
26.45528603
24.53052521
34.74322891
26.35787773
27.77377701
30.23865891
25.90728760
24.39358139
22.49141312
22.13322830
21.32053375
21.98108482
22.64299011
33.54614639
20.95666885
19.73797607
20.57638550
33.05899811
23.99999237
18.20527267
17.34666061
19.86930466
21.40888596
18.97626686
23.16610527
20.75826645
20.96589088
24.87659454
22.27531052
26.10258293
17.63686180
20.06234360
22.52431107
21.07690620
19.93316650
22.67408752
28.91802979
22.66740036
35.25141907
32.27875519
23.37410355
34.99750519
24.30579758
22.61831284
27.15584183
25.95537949
20.98857117
22.46762276
21.99031639
22.42222214
30.14991760
21.04003906
21.78190994
25.62610245
23.47568321
26.43049240
21.32865143
32.02038193
21.83918190
38.25017548
30.94966888
21.86188698
29.47653008
23.49428940
22.59067345
20.90048790
22.34949303
24.37432861
23.58019066
22.79255104
18.59881401
27.95409012
20.83529282
22.30587959
22.64862061
24.01228333
22.65875816
21.90430450
20.63578415
19.94767380
21.98230934
23.28017998
24.33365631
24.97296143
26.20298386
29.90293312
27.79066277
23.77478790
25.68775940
21.13229370
22.57487488
23.98314667
24.67080879
22.46665955
24.50765610
20.61987305
25.08097076
21.76622581
23.85073853
22.89006424
20.96155357
20.00649452
19.44363785
26.63805962
15.78389359
15.87155342
14.38419247
16.80277252
14.41720772
15.50969315
18.42845917
16.72005844
17.66557312
14.76489639
14.89116287
21.46016312
17.86361885
15.23266220
19.14594650
20.83417511
17.34731483
16.02388382
17.13152885
16.38233376
15.42477703
15.83047867
22.95073509
27.18301582
17.08470535
17.57871246
15.80822372
16.18332100
15.54858303
16.30239677
17.31271935
19.51497650
16.49147224
18.18818092
15.18344784
14.84628582
21.19636536
16.17333984
21.67686081
15.64916039
15.18646240
15.20129967
14.89223385
16.95955086
22.94325256
20.80739975
14.79505444
18.57498360
17.02568626
18.96844673
17.42780495
16.66143036
16.63010216
29.13220406
15.21770859
15.17145157
20.92300415
18.54970551
16.65988541
15.90372181
18.99546051
19.49822235
16.78485680
20.34996796
14.44789791
14.59100628
18.90096283
17.11067581
18.37799644
16.98098373
17.95574188
22.88980484
22.81546783
17.23551178
14.03470516
17.07916260
15.80102062
14.58480072
20.64453888
16.64632797
24.23241043
16.35613823
23.65267563
21.99954033
22.18701553
21.80690002
16.32896233
24.58407402
15.88137150
22.45155144
21.17901039
23.20649910
25.42682648
16.56148529
21.19723511
21.35109138
14.49088287
20.62739182
14.27171135
18.57582664
16.68502617
16.86294746
26.78591728
16.51274872
15.61649895
15.94095802
15.25711250
15.26086998
14.24688816
16.11647415
14.72794056
16.61720085
22.83393478
24.57716179
16.14108276
16.50502396
15.39931774
19.10211945
14.22170067
14.58800316
21.52297974
21.32422447
19.29970551
18.80968475
16.13007355
15.16267872
16.20716476
20.32240295
15.86733437
16.45994377
15.98424339
26.40702248
15.16364479
20.85041046
15.43206120
26.52824593
24.40501213
18.72804260
21.24948311
22.04289246
15.82564259
26.39625931
17.03885269
16.79586792
24.91569519
15.79959965
17.59562492
14.49165344
14.33683586
15.76559448
16.89178848
21.68846893
14.75286865
24.43264008
16.06035042
16.40394402
15.55669880
21.01048470
16.12389755
23.97790146
16.57285118
15.96962070
27.73113060
17.74359512
22.83153152
20.83082008
16.38648796
17.02291298
16.87435341
23.52612305
20.48580551
15.47708130
17.82040024
16.09375763
18.47819519
15.56469059
26.20652008
15.73881626
22.05316734
16.28151703
29.80169678
15.33996677
15.69845772
16.01718521
20.06094742
16.51788521
17.76103210
